IdCabms,Descripcion,IdNivel,Partida1,Partida2,Estatus,Ccop,Pcontable,Descpartida,Historico_Clave_Cabm
C2380100047,CONSOMES,5,2901,2380,,23800047,1.1.4.4.9,,C600400136
C2380100051,EMBUTIDOS DE POLLO Y PUERCO,5,2901,2380,,23800051,1.1.4.4.9,,C600400138
C2380100060,GUACHINANGO PREPARADO Y/O ENLATADO,5,2901,2380,,23800060,1.1.4.4.9,,C600400140
C2380100069,JAIBA PREPARADA Y/O ENLATADA,5,2901,2380,,23800069,1.1.4.4.9,,C600400142
C2380100074,LANGOSTA DE MAR PREPARADA Y/O ENLATADA,5,2901,2380,,23800074,1.1.4.4.9,,C600400144
C2380100075,LANGOSTINO PREPARADO Y/O ENLATADO,5,2901,2380,,23800075,1.1.4.4.9,,C600400146
C2380100088,MOJARRA PREPARADA Y/O ENLATADA,5,2901,2380,,23800088,1.1.4.4.9,,C600400148
C2380100089,OSTION PREPARADO Y/O ENLATADO,5,2901,2380,,23800089,1.1.4.4.9,,C600400150
C2380100094,PULPO PREPARADO Y/O ENLATADO,5,2901,2380,,23800094,1.1.4.4.9,,C600400152
C2380100101,ROBALO PREPARADO Y/O ENLATADO,5,2901,2380,,23800101,1.1.4.4.9,,C600400154
C2380100102,SABALO PREPARADO Y/O ENLATADO,5,2901,2380,,23800102,1.1.4.4.9,,C600400156
C2380100103,SAL PARA USO ALIMENTICIO,5,2901,2380,,23800103,1.1.4.4.9,,C600400158
C2380100104,SALMON PREPARADO Y/O ENLATADO,5,2901,2380,,23800104,1.1.4.4.9,,C600400160
C2380100105,SARDINA Y MACARELA ENLATADA Y/O PREPARADA,5,2901,2380,,23800105,1.1.4.4.9,,C600400162
C2220100026,ALIMENTOS PREPARADOS PARA PERROS,5,2207,2220,,,1.1.5.1.2,,C600400164
C2210400011,AGUA PURIFICADA,5,2200,2210,,22100011,1.1.5.1.2,,C600600002
C2210400013,AGUARDIENTES,5,2200,2210,,22100013,1.1.5.1.2,,C600600004
C2210400014,AGUAS GASEOSAS,5,2200,2210,,22100014,1.1.5.1.2,,C600600006
C2210400039,CAFE MOLIDO,5,2200,2210,,22100039,1.1.5.1.2,,C600600008
C2210400040,CAFE SOLUBLE,5,2200,2210,,22100040,1.1.5.1.2,,C600600010
C2210400041,CAFE TOSTADO,5,2200,2210,,22100041,1.1.5.1.2,,C600600012
C2210400079,CERVEZA,5,2200,2210,,22100079,1.1.5.1.2,,C600600014
C2380100046,CIGARRILLOS,5,2901,2380,,23800046,1.1.4.4.9,,C600600016
C2380100095,PUROS (TABACO),5,2901,2380,,23800095,1.1.4.4.9,,C600600020
C2210400186,VINOS Y LICORES,5,2200,2210,,22100186,1.1.5.1.2,,C600600028
C2380100008,AGUA PURIFICADA,5,2901,2380,,23800008,1.1.4.4.9,,C600600030
C2380100009,AGUARDIENTES,5,2901,2380,,23800009,1.1.4.4.9,,C600600032
C2380100010,AGUAS GASEOSAS,5,2901,2380,,23800010,1.1.4.4.9,,C600600034
C2380100017,CAFE MOLIDO,5,2901,2380,,23800017,1.1.4.4.9,,C600600036
C2380100018,CAFE SOLUBLE,5,2901,2380,,23800018,1.1.4.4.9,,C600600038
C2380100019,CAFE TOSTADO,5,2901,2380,,23800019,1.1.4.4.9,,C600600040
C2380100041,CERVEZA,5,2901,2380,,23800041,1.1.4.4.9,,C600600042
C2380100087,MEZCAL Y TEQUILA,5,2901,2380,,23800087,1.1.4.4.9,,C600600044
C2380100099,REFRESCO,5,2901,2380,,23800099,1.1.4.4.9,,C600600046
C2380100110,VINOS Y LICORES,5,2901,2380,,23800110,1.1.4.4.9,,C600600048
C2210400029,AZUCAR,5,2204,2210,,22100029,1.1.5.1.2,,C600800002
C2210400043,CAJETAS DE LECHE (LECHE QUEMADA),5,2200,2210,,22100043,1.1.5.1.2,,C600800004
C2210400059,CARAMELOS BOMBONES Y CONFITES,5,2200,2210,,22100059,1.1.5.1.2,,C600800006
C2210400091,CHOCOLATE DE MESA,5,2200,2210,,22100091,1.1.5.1.2,,C600800008
C2210400117,ESENCIAS Y SABORES,5,2200,2210,,22100117,1.1.5.1.2,,C600800010
C2210400142,GELATINA,5,2200,2210,,22100142,1.1.5.1.2,,C600800012
C2210400158,HIELO Y HELADOS,5,2200,2210,,22100158,1.1.5.1.2,,C600800014
C2210400165,JARABE Y MIELES,5,2200,2210,,22100165,1.1.5.1.2,,C600800016
C2380100015,AZUCAR,5,2901,2380,,23800015,1.1.4.4.9,,C600800020
C2380100020,CAJETAS DE LECHE (LECHE QUEMADA),5,2901,2380,,23800020,1.1.4.4.9,,C600800022
C2380100025,CARAMELOS BOMBONES Y CONFITES,5,2901,2380,,23800025,1.1.4.4.9,,C600800024
C2380100045,CHOCOLATE DE MESA,5,2901,2380,,23800045,1.1.4.4.9,,C600800026
C2380100052,ESENCIAS Y SABORES,5,2901,2380,,23800052,1.1.4.4.9,,C600800028
C2380100059,GELATINA,5,2901,2380,,23800059,1.1.4.4.9,,C600800030
C2380100068,HIELO Y HELADOS,5,2901,2380,,23800068,1.1.4.4.9,,C600800032
C2380100070,JARABE Y MIELES,5,2901,2380,,23800070,1.1.4.4.9,,C600800034
C2380100093,PILONCILLO,5,2901,2380,,23800093,1.1.4.4.9,,C600800036
C2210400009,ACEITUNAS PREPARADAS,5,2200,2210,,22100009,1.1.5.1.2,,C601000002
C2210400025,ATES DE FRUTAS,5,2200,2210,,22100025,1.1.5.1.2,,C601000004
C2210400089,CHILES EN CONSERVA,5,2200,2210,,22100089,1.1.5.1.2,,C601000006
C2210400126,FRUTAS CONGELADAS,5,2200,2210,,22100126,1.1.5.1.2,,C601000008
C2210400127,FRUTAS EN CONSERVA,5,2200,2210,,22100127,1.1.5.1.2,,C601000010
C2210400168,JUGOS DE FRUTAS ENVASADOS O ENLATADOS,5,2200,2210,,22100168,1.1.5.1.2,,C601000012
C2210400182,VERDURAS Y LEGUMBRES EN CONSERVA,5,2200,2210,,22100182,1.1.5.1.2,,C601000014
C2380100007,ACEITUNAS PREPARADAS,5,2901,2380,,23800007,1.1.4.4.9,,C601000016
C2380100013,ATES DE FRUTAS,5,2901,2380,,23800013,1.1.4.4.9,,C601000018
C2380100044,CHILES EN CONSERVA,5,2901,2380,,23800044,1.1.4.4.9,,C601000020
C2380100056,FRUTAS CONGELADAS,5,2901,2380,,23800056,1.1.4.4.9,,C601000022
C2380100057,FRUTAS EN CONSERVA,5,2901,2380,,23800057,1.1.4.4.9,,C601000024
C2380100071,JUGOS DE FRUTAS ENVASADOS O ENLATADOS,5,2901,2380,,23800071,1.1.4.4.9,,C601000026
C2380100109,VERDURAS Y LEGUMBRES EN CONSERVA,5,2901,2380,,23800109,1.1.4.4.9,,C601000028
C2220100017,HARINA DE PESCADO,5,2207,2220,,22200017,1.1.5.1.2,,C601200010
C2210400155,HARINA DE SOYA,5,2200,2210,,22100155,1.1.5.1.2,,C601200012
C2210400156,HARINA DE TRIGO,5,2200,2210,,22100156,1.1.5.1.2,,C601200014
C2210400157,HARINA DE TUBERCULOS,5,2200,2210,,22100157,1.1.5.1.2,,C601200016
C2380100065,HARINA DE SOYA,5,2901,2380,,23800065,1.1.4.4.9,,C601200018
C2380100066,HARINA DE TRIGO,5,2901,2380,,23800066,1.1.4.4.9,,C601200020
C2380100067,HARINA DE TUBERCULOS,5,2901,2380,,23800067,1.1.4.4.9,,C601200022
C2210400125,FRITURAS,5,2200,2210,,22100125,1.1.5.1.2,,C601400002
C2210400128,GALLETAS,5,2204,2210,,22100128,1.1.5.1.2,,C601400004
C2210400314,PAN (BLANCO Y DE DULCE),5,2200,2210,,22100216,1.1.5.1.2,,C601400006
C2210400382,PASTAS PARA SOPAS,5,2200,2210,,22100219,1.1.5.1.2,,C601400008
C2380100055,FRITURAS,5,2901,2380,,23800055,1.1.4.4.9,,C601400016
C2380100058,GALLETAS,5,2901,2380,,23800058,1.1.4.4.9,,C601400018
C2380100090,PAN (BLANCO Y DE DULCE),5,2901,2380,,23800090,1.1.4.4.9,,C601400020
C2380100091,PASTAS PARA SOPAS,5,2901,2380,,23800091,1.1.4.4.9,,C601400022
C2380100092,PASTELES,5,2901,2380,,23800092,1.1.4.4.9,,C601400024
C2380100107,TORTILLAS DE HARINA,5,2901,2380,,23800107,1.1.4.4.9,,C601400026
C2380100108,TORTILLAS DE MAIZ,5,2901,2380,,23800108,1.1.4.4.9,,C601400028
C2210400109,CREMA CONDENSADA,5,2200,2210,,22100109,1.1.5.1.2,,C601600002
C2210400110,CREMA EN POLVO,5,2200,2210,,22100110,1.1.5.1.2,,C601600004
C2210400111,CREMA FRESCA,5,2200,2210,,22100111,1.1.5.1.2,,C601600006
C2210400174,LECHE CONDENSADA,5,2200,2210,,22100174,1.1.5.1.2,,C601600008
C2210400175,LECHE EN PASTILLAS,5,2200,2210,,22100175,1.1.5.1.2,,C601600010
C2210400176,LECHE EN POLVO,5,2200,2210,,22100176,1.1.5.1.2,,C601600012
C2210400177,LECHE EVAPORADA,5,2200,2210,,22100177,1.1.5.1.2,,C601600014
C2210400178,LECHE MATERNIZADA,5,2200,2210,,22100178,1.1.5.1.2,,C601600016
C2210400179,LECHE PASTEURIZADA,5,2200,2210,,22100179,1.1.5.1.2,,C601600018
C2210400180,LECHE RECONSTITUIDA,5,2200,2210,,22100180,1.1.5.1.2,,C601600020
C2210400199,MANTEQUILLA,5,2200,2210,,22100199,1.1.5.1.2,,C601600022
C2210400276,YOUGURTS,5,2200,2210,,22100276,1.1.5.1.2,,C601600034
C2380100048,CREMA CONDENSADA,5,2901,2380,,23800048,1.1.4.4.9,,C601600036
C2380100049,CREMA EN POLVO,5,2901,2380,,23800049,1.1.4.4.9,,C601600038
C2380100050,CREMA FRESCA,5,2901,2380,,23800050,1.1.4.4.9,,C601600040
C2380100076,LECHE CONDENSADA,5,2901,2380,,23800076,1.1.4.4.9,,C601600042
C2380100077,LECHE EN PASTILLAS,5,2901,2380,,23800077,1.1.4.4.9,,C601600044
C2380100078,LECHE EN POLVO,5,2901,2380,,23800078,1.1.4.4.9,,C601600046
C2380100079,LECHE EVAPORADA,5,2901,2380,,23800079,1.1.4.4.9,,C601600048
C2380100080,LECHE MATERNIZADA,5,2901,2380,,23800080,1.1.4.4.9,,C601600050
C2380100081,LECHE PASTEURIZADA,5,2901,2380,,23800081,1.1.4.4.9,,C601600052
C2380100082,LECHE RECONSTITUIDA,5,2901,2380,,23800082,1.1.4.4.9,,C601600054
C2380100085,MANTEQUILLA,5,2901,2380,,23800085,1.1.4.4.9,,C601600056
C2380100096,QUESO CHIHUAHUA,5,2901,2380,,23800096,1.1.4.4.9,,C601600058
C2380100097,QUESO FRESCO,5,2901,2380,,23800097,1.1.4.4.9,,C601600060
C2380100098,QUESO OAXACA,5,2901,2380,,23800098,1.1.4.4.9,,C601600062
C2380100100,REQUESON,5,2901,2380,,23800100,1.1.4.4.9,,C601600064
C2380100106,SUERO DE LECHE,5,2901,2380,,23800106,1.1.4.4.9,,C601600066
C2380100111,YOUGURTS,5,2901,2380,,23800111,1.1.4.4.9,,C601600068
C2370100008,CARNAZAS,5,2501,2370,,23700008,1.1.4.4.7,,C630200004
C2370100013,CURTIDAS O ADOBADAS,5,2501,2370,,23700013,1.1.4.4.7,,C630200006
C2370100015,ENCALADOS,5,2501,2370,,23700015,1.1.4.4.7,,C630200008
C2370100016,GAMUZA,5,2501,2370,,23700016,1.1.4.4.7,,C630200010
C2370100026,PIQUELADOS,5,2501,2370,,23700026,1.1.4.4.7,,C630200012
C2370100029,SALADOS,5,2501,2370,,23700029,1.1.4.4.7,,C630200014
C2370100030,SECOS,5,2501,2370,,23700030,1.1.4.4.7,,C630200016
C2370100032,VAQUETA,5,2501,2370,,23700032,1.1.4.4.7,,C630200018
C2370100002,ASNO,5,2501,2370,,23700002,1.1.4.4.7,,C630400002
C2370100005,BOVINO,5,2501,2370,,23700005,1.1.4.4.7,,C630400004
C2370100006,CABALLO,5,2501,2370,,23700006,1.1.4.4.7,,C630400006
C2370100007,CABRA,5,2501,2370,,23700007,1.1.4.4.7,,C630400008
C2370100009,CHINCHILLA,5,2501,2370,,23700009,1.1.4.4.7,,C630400010
C2370100010,CONEJO,5,2501,2370,,23700010,1.1.4.4.7,,C630400012
C2370100019,MULA,5,2501,2370,,23700019,1.1.4.4.7,,C630400014
C2370100020,OVEJA,5,2501,2370,,23700020,1.1.4.4.7,,C630400016
C2370100021,PELLEJOS (ANIMAL),5,2501,2370,,23700021,1.1.4.4.7,,C630400018
C2370100022,PIEL DE PEZ VELA,5,2501,2370,,23700022,1.1.4.4.7,,C630400020
C2370100023,PIEL DE TIBURON,5,2501,2370,,23700023,1.1.4.4.7,,C630400022
C2370100025,PIELES DE PESCADO,5,2501,2370,,23700025,1.1.4.4.7,,C630400024
C2370100028,PUERCO,5,2501,2370,,23700028,1.1.4.4.7,,C630400026
C2370100024,PIELES DE GATO,5,2501,2370,,23700024,1.1.4.4.7,,C630400028
C2320100006,CERDA,5,2501,2320,,23200006,1.1.4.4.2,,C630600002
C2320100021,LANA,5,2501,2320,,23200021,1.1.4.4.2,,C630600004
C2320100024,PELO,5,2501,2320,,23200024,1.1.4.4.2,,C630600006
C2320100025,PLUMA,5,2501,2320,,23200025,1.1.4.4.2,,C630600008
C2390100019,ACEITE DE HIGADO DE TIBURON,5,2501,2210,,,1.1.5.1.2,,C630800002
C2390100020,ACEITES DE PESCADO,5,2501,2210,,,1.1.5.1.2,,C630800004
C2390100021,ALETA TIBURON,5,2501,2210,,,1.1.5.1.2,,C630800006
C2390100022,ALGA MARINA,5,2501,2210,,,1.1.5.1.2,,C630800008
C2390100023,ANCHOVETA,5,2501,2210,,,1.1.5.1.2,,C630800010
C2390100003,CERAS DE ORIGEN ANIMAL,5,2501,2390,,23900003,1.1.4.4.9,,C630800012
C2390100004,CONCHAS,5,2501,2390,,23900004,1.1.4.4.9,,C630800014
C2390100005,CONCHAS DE ABULON,5,2501,2390,,23900005,1.1.4.4.9,,C630800016
C2390100006,CONCHAS DE ALMEJA,5,2501,2390,,23900006,1.1.4.4.9,,C630800018
C2390100007,CONCHAS DE CARACOL,5,2501,2390,,23900007,1.1.4.4.9,,C630800020
C2390100008,CUERNO,5,2501,2390,,23900008,1.1.4.4.9,,C630800022
C2390100009,EMBRION,5,2501,2390,,23900009,1.1.4.4.9,,C630800024
C2390100010,ESTIERCOL,5,2501,2390,,23900010,1.1.4.4.9,,C630800026
C2390100011,GALLINAZA,5,2501,2390,,23900011,1.1.4.4.9,,C630800028
C2390100012,GRASAS DE ORIGEN ANIMAL,5,2501,2390,,23900012,1.1.4.4.9,,C630800030
C2390100013,HIEL,5,2501,2390,,23900013,1.1.4.4.9,,C630800032
C2390100014,HUESO Y PRODUCTOS,5,2501,2390,,23900014,1.1.4.4.9,,C630800034
C2390100015,MOSCO SECO,5,2501,2390,,23900015,1.1.4.4.9,,C630800036
C2390100016,ORINA,5,2501,2390,,23900016,1.1.4.4.9,,C630800038
C2390100017,POLEN,5,2501,2390,,23900017,1.1.4.4.9,,C630800040
C2210400160,HUEVO,5,2200,2210,,22100160,1.1.5.1.2,,C631000002
C2210400163,JALEA REAL,5,2200,2210,,22100163,1.1.5.1.2,,C631000004
C2210400173,LECHE,5,2200,2210,,22100173,1.1.5.1.2,,C631000006
C2710100012,ARTICULOS DE GUARNICIONERIA,5,2701,2710,,27100012,1.1.5.1.6,,C631200002
C2710100037,CALZADO DE VESTIR,5,2701,2710,,27100037,1.1.5.1.6,,C631200004
C2730100026,CALZADO DEPORTIVO,5,2703,2730,,27300026,1.1.5.1.6,,C631200006
C2710100071,EMPAQUES DE CUERO Y PIEL,5,2701,2710,,27100071,1.1.5.1.6,,C631200008
C2710100085,GUADAMECIL,5,2701,2710,,27100085,1.1.5.1.6,,C631200010
C2710100093,LATIGO,5,2701,2710,,27100093,1.1.5.1.6,,C631200012
C2730100064,PRODUCTOS DE CUERO PARA DEPORTES,5,2703,2730,,27300064,1.1.5.1.6,,C631200014
C2710100124,PRODUCTOS DE MARROQUINARIA Y ESTUCHERIA,5,2701,2710,,27100124,1.1.5.1.6,,C631200018
C2710100125,PRODUCTOS DE TALABARTERIA,5,2701,2710,,27100125,1.1.5.1.6,,C631200020
C2110100034,CAJAS DE CARTON (CORRUGADOLISO Y PLEGADIZO),5,2101,2110,,21100034,1.1.5.1.1,,C660200002
C2110100041,CARPETAS PARA ARCHIVO,5,2101,2110,,21100041,1.1.5.1.1,,C660200004
C2110100025,CUADERNOS BLOCKS Y SIMILARES,5,2101,2110,,21100025,1.1.5.1.1,,C660200006
C2110100091,ENVASES DE CARTON,5,2101,2110,,21100091,1.1.5.1.1,,C660200008
C2110100104,FOLDERS,5,2101,2110,,21100104,1.1.5.1.1,,C660200010
C2480100011,LAMINAS ACANALADAS DE CARTON,5,2403,2480,,24800011,1.1.5.1.3,,C660200012
C2110100135,PAPEL CELOFAN,5,2101,2110,,21100135,1.1.5.1.1,,C660200014
C2110100136,PAPEL CREPE CHINA Y CORRUGADO,5,2101,2110,,21100136,1.1.5.1.1,,C660200016
C2160100041,PAPEL HIGIENICO Y FACIAL,5,2102,2160,,21600041,1.1.5.1.1,,C660200018
C2110100145,PAPEL PARA ENVOLTURA,5,2101,2110,,21100145,1.1.5.1.1,,C660200020
C2110100189,ROLLOS DE PAPEL PARA CALCULADORAS SUMADORAS Y SIMILARES,5,2101,2110,,21100189,1.1.5.1.1,,C660200022
C2110100199,SERVILLETAS DE PAPEL,5,2101,2110,,21100199,1.1.5.1.1,,C660200024
C2110100201,SOBRES AEREOS ( CON O SIN VENTANA),5,2101,2110,,21100201,1.1.5.1.1,,C660200026
C2110100202,SOBRES DE PAPEL,5,2101,2110,,21100202,1.1.5.1.1,,C660200028
C2110100204,SOBRES ORDINARIOS (CON O SIN VENTANA),5,2101,2110,,21100204,1.1.5.1.1,,C660200030
C2110100205,SOBRES POSTALES,5,2101,2110,,21100205,1.1.5.1.1,,C660200032
C2110100214,TARJETAS CATALOGRAFICAS,5,2101,2110,,21100214,1.1.5.1.1,,C660200034
C2110100213,TARJETAS VARIAS,5,2101,2110,,21100213,1.1.5.1.1,,C660200036
C2110100226,TOALLAS DESECHABLES,5,2101,2110,,21100226,1.1.5.1.1,,C660200038
C2160100052,TOALLAS SANITARIAS DE PAPEL,5,2102,2160,,21600052,1.1.5.1.1,,C660200040
C2110100228,VASOS DE PAPEL,5,2101,2110,,21100228,1.1.5.1.1,,C660200042
C2110100054,CELOTEX,5,2101,2110,,21100054,1.1.5.1.1,,C660200044
C2110100141,PAPEL FILTRO,5,2101,2110,,21100141,1.1.5.1.1,,C660200046
C2110100140,PAPEL ENGOMADO (ETIQUETASROLLOSTIRASLAMINASETC.),5,2101,2110,,21100140,1.1.5.1.1,,C660200048
C2110100043,CARTON,5,2101,2110,,21100043,1.1.5.1.1,,C660400002
C2330100001,CARTON CORRUGADO,5,2501,2330,,23300001,1.1.4.4.3,,C660400004
C2330100002,CARTON COUCHE,5,2104,2330,,23300002,1.1.4.4.3,,C660400006
C2330100003,CARTON GRIS,5,2501,2330,,23300003,1.1.4.4.3,,C660400008
C2110100044,CARTONCILLO (MANILA CUPLEX CAPLE Y OTROS),5,2101,2110,,21100044,1.1.5.1.1,,C660400010
C2110100048,CARTULINA,5,2101,2110,,21100048,1.1.5.1.1,,C660400012
C2110100049,CARTULINA ILUSTRACION,5,2101,2110,,21100049,1.1.5.1.1,,C660400014
C2110100050,CARTULINA MANILA,5,2101,2110,,21100050,1.1.5.1.1,,C660400016
C2110100051,CARTULINA MARQUILLA,5,2101,2110,,21100051,1.1.5.1.1,,C660400018
C2110100052,CARTULINA MASTER,5,2101,2110,,21100052,1.1.5.1.1,,C660400020
C2110100053,CARTULINA OFFSET,5,2101,2110,,21100053,1.1.5.1.1,,C660400022
C2110100132,PAPEL AEREO Y COPIA,5,2101,2110,,21100132,1.1.5.1.1,,C660400024
C2110100133,PAPEL BOND,5,2101,2110,,21100133,1.1.5.1.1,,C660400026
C2110100134,PAPEL CARBON,5,2101,2110,,21100134,1.1.5.1.1,,C660400028
C2110100142,PAPEL KRAFT,5,2101,2110,,21100142,1.1.5.1.1,,C660400030
C2110100144,PAPEL PARA DIBUJO,5,2101,2110,,21100144,1.1.5.1.1,,C660400032
C2150100014,PAPEL PERIODICO,5,2103,2150,,21500014,1.1.5.1.1,,C660400034
C2110100149,PAPEL SEMIKRAFT,5,2101,2110,,21100149,1.1.5.1.1,,C660400036
C2990100002,ANILLOS Y RONDANAS DE HULE,5,2301,2990,,29900002,1.1.5.1.8,,C660600004
C2730100006,ARTICULOS DEPORTIVOS DE HULE,5,2703,2730,,27300006,1.1.5.1.6,,C660600006
C2960100056,CAMARAS Y BANDAS DE HULE DE PROTECCION,5,2301,2960,,29600056,1.1.5.1.8,,C660600008
C2370100011,CORREAS Y BANDAS DE TRANSMISION DE HULE,5,2301,2370,,23700011,1.1.4.4.7,,C660600010
C2370100012,CORREAS Y BANDAS TRANSPORTADORAS DE HULE,5,2301,2370,,23700012,1.1.4.4.7,,C660600012
C2370100014,EMPAQUE DE HULE,5,2301,2370,,23700014,1.1.4.4.7,,C660600014
C2720100012,GUANTES DE HULE,5,2702,2720,,27200012,1.1.5.1.6,,C660600016
C2370100017,HILOS Y CUERDAS DE HULE NATURAL VULCANIZADO,5,2501,2370,,23700017,1.1.4.4.7,,C660600018
C2380100072,JUGUETES DE HULE,5,2902,2380,,23800072,1.1.4.4.9,,C660600020
C2480100015,PISOS DE HULE (LINOLEO LOSA LOSETA),5,2403,2480,,24800015,1.1.5.1.3,,C660600022
C2370100027,PLANCHAS HOJAS Y TIRAS DE HULE NATURAL VULCANIZADO,5,2501,2370,,23700027,1.1.4.4.7,,C660600024
C2960100191,RODILLOS Y RODAMIENTOS DE HULE,5,2301,2960,,29600191,1.1.5.1.8,,C660600026
C2370100031,TACONES Y SUELAS DE HULE,5,2501,2370,,23700031,1.1.4.4.7,,C660600028
C2960100225,TUBOS Y MANGUERAS DE HULE NATURAL VULCANIZADO,5,2301,2960,,29600225,1.1.5.1.8,,C660600032
C2960100050,CAMARA DE HULE PARA AERONAVES,5,2301,2960,,29600050,1.1.5.1.8,,C660605002
C2960100051,CAMARA DE HULE PARA CAMIONETAS,5,2301,2960,,29600051,1.1.5.1.8,,C660605004
C2960100052,CAMARAS DE HULE PARA AUTOMOVIL,5,2301,2960,,29600052,1.1.5.1.8,,C660605006
C2960100053,CAMARAS DE HULE PARA BICICLETA,5,2301,2960,,29600053,1.1.5.1.8,,C660605008
C2960100054,CAMARAS DE HULE PARA CAMION,5,2301,2960,,29600054,1.1.5.1.8,,C660605010
C2980100007,CAMARAS DE HULE PARA MAQUINARIA AGRICOLA,5,2301,2980,,29800007,1.1.5.1.8,,C660605012
C2960100055,CAMARAS DE HULE PARA MOTOCICLETA,5,2301,2960,,29600055,1.1.5.1.8,,C660605014
C2960100131,LLANTAS DE HULE PARA AERONAVES,5,2301,2960,,29600131,1.1.5.1.8,,C660605016
C2960100132,LLANTAS DE HULE PARA AUTOMOVIL,5,2301,2960,,29600132,1.1.5.1.8,,C660605018
C2960100133,LLANTAS DE HULE PARA BICICLETA,5,2301,2960,,29600133,1.1.5.1.8,,C660605020
C2960100134,LLANTAS DE HULE PARA CAMION,5,2301,2960,,29600134,1.1.5.1.8,,C660605022
C2960100135,LLANTAS DE HULE PARA CAMIONETA,5,2301,2960,,29600135,1.1.5.1.8,,C660605024
C2960100136,LLANTAS DE HULE PARA MAQUINARIA AGRICOLA,5,2301,2960,,29600136,1.1.5.1.8,,C660605026
C2960100137,LLANTAS DE HULE PARA MOTOCICLETA,5,2301,2960,,29600137,1.1.5.1.8,,C660605028
C2960100138,LLANTAS DE HULE PARA SISTEMA DE TRANSPORTE  COLECTIVO (STC),5,2301,2960,,29600138,1.1.5.1.8,,C660605030
C2960100162,PARCHES PARA NEUMATICOS,5,2301,2960,,29600162,1.1.5.1.8,,C660605032
C2960100169,PLASTIGACE,5,2301,2960,,29600169,1.1.5.1.8,,C660605034
C2960100077,CORBATAS P/LLANTAS DE CAMION,5,2301,2960,,29600077,1.1.5.1.8,,C660605036
C2150200004,FOLLETOS BOLETINES Y SIMILARES,5,2107,2150,,21500004,1.1.5.1.1,,C660800002
C2110100106,FORMAS IMPRESAS,5,2101,2110,,21100106,1.1.5.1.1,,C660800004
C2150200011,LIBROS,5,2107,2150,,21500011,1.1.5.1.1,,C660800006
C2150200015,PERIODICOS,5,2107,2150,,21500015,1.1.5.1.1,,C660800012
C2150200020,REVISTAS,5,2107,2150,,21500020,1.1.5.1.1,,C660800014
C2110100203,SOBRES IMPRESOS,5,2101,2110,,21100203,1.1.5.1.1,,C660800016
C2480100019,TAPIZ,5,2403,2480,,24800019,1.1.5.1.3,,C660800018
C2120100005,BANDAS AUTOADHERIBLES PARA SELLADO,5,2105,2120,,21200005,1.1.5.1.1,,C660800020
C2310100084,AGLOMERADO (CORCHO),5,2501,2440,,,1.1.5.1.3,,C690200002
C2310100085,CORCHO RUDO O ASPERO,5,2501,2440,,,1.1.5.1.3,,C690200004
C2310100086,EMPAQUES DE CORCHO,5,2501,2440,,,1.1.5.1.3,,C690200008
C2440100018,BRAZUELO DE MADERA,5,2501,2440,,,1.1.5.1.3,,C690400002
C2440100019,CAÑAS DE MADERA,5,2501,2440,,,1.1.5.1.3,,C690400004
C2440100001,CARBON VEGETAL,5,2501,2440,,24400001,1.1.5.1.3,,C690400006
C2440100002,CENTRO DE TROZAS DE MADERA,5,2501,2440,,24400002,1.1.5.1.3,,C690400008
C2440100005,COSTERA DE MADERA,5,2501,2440,,24400005,1.1.5.1.3,,C690400010
C2440100014,LEÑA EN RAJA PARA PAPEL,5,2501,2440,,24400014,1.1.5.1.3,,C690400012
C2440100042,MORILLOS DE MADERA,5,2402,2470,,24700077,1.1.5.1.3,,C690400014
C2440100043,PILOTES PARA MINA DE MADERA,5,2402,2470,,24700084,1.1.5.1.3,,C690400016
C2440100046,POSTES DE MADERA PARA LINEA DE TRANSMISION,5,2402,2470,,24700091,1.1.5.1.3,,C690400018
C2440100047,POSTES PARA CERCA DE MADERA,5,2402,2470,,24700093,1.1.5.1.3,,C690400020
C2440100048,POSTES PARA TELEFONO DE MADERA,5,2402,2470,,24700094,1.1.5.1.3,,C690400022
C2440100015,TALLOS DE PALMA,5,2501,2440,,24400015,1.1.5.1.3,,C690400024
C2440100016,TROZAS PARA CHAPAS DE MADERA,5,2501,2440,,24400016,1.1.5.1.3,,C690400026
C2440100017,VARAS PARA ESCOBA Y OTROS USOS,5,2501,2440,,24400017,1.1.5.1.3,,C690400028
C2440100020,CEDRO,5,2501,2440,,,1.1.5.1.3,,C690600004
C2440100051,PINO,5,2501,2440,,,1.1.5.1.3,,C690600006
C2440100021,ROBLE,5,2501,2440,,,1.1.5.1.3,,C690600008
C2340100001,AGUARRAS,5,2501,2340,,23400001,1.1.4.4.4,,C690800002
C2310100006,ALMENDRA,5,2501,2310,,23100006,1.1.4.4.1,,C690800004
C2390100002,BAGAZO DE CAÑA,5,2501,2390,,23900002,1.1.4.4.9,,C690800006
C2340100002,BREA O COLOFONIA,5,2501,2340,,23400002,1.1.4.4.4,,C690800008
C2310100022,CASCALOTE,5,2501,2310,,23100022,1.1.4.4.1,,C690800010
C2330100004,CELULOSA,5,2501,2330,,23300004,1.1.4.4.3,,C690800012
C2340100003,CERAS VEGETALES,5,2501,2340,,23400003,1.1.4.4.4,,C690800014
C2310100028,CHICLE,5,2501,2310,,23100028,1.1.4.4.1,,C690800016
C2310100031,COGOLLOS,5,2501,2310,,23100031,1.1.4.4.1,,C690800018
